id,wav_path,caption,clap_score,clap_score_synthesized,audiobox_ce,audiobox_cu,audiobox_pc,audiobox_pq,kl,fad,kad
4,4_Metallic c.wav,"Metallic crash, which has a bright and metallic timbre with a sharp attack and a long, resonant decay.",-0.06234521418809891,-0.07612645626068115,3.6184070110321045,6.585335731506348,1.6013199090957642,6.9855804443359375,0.05035400390625,32.49870300292969,2.5810837745666504
20,20_Metallic p.wav,"Metallic percussion, which has a bright, resonant timbre with a sharp percussive attack and a distinctive, rapidly decaying pitch glide.",0.06250890344381332,-0.0564143992960453,3.315244674682617,7.713286876678467,1.7671796083450317,7.63235330581665,0.05035400390625,32.49870300292969,2.5810837745666504
22,22_Gong______.wav,"Gong, which has a bright, metallic timbre with a sharp attack and a long, resonant decay.",0.10578203201293945,0.1820254623889923,3.6184070110321045,6.585335731506348,1.6013199090957642,6.9855804443359375,0.05035400390625,32.49870300292969,2.5810837745666504
32,32_Icy pad___.wav,"Icy pad, which features a bright, crystalline timbre that evolves slowly, creating a sustained and atmospheric soundscape.",0.1511356085538864,0.1941908299922943,3.6184070110321045,6.585335731506348,1.6013199090957642,6.9855804443359375,0.05035400390625,32.49870300292969,2.5810837745666504
63,63_Hi-hat____.wav,"Hi-hat, which has a bright, metallic timbre and a very sharp, quick percussive envelope.",-0.026034418493509293,0.017827775329351425,3.6124167442321777,7.525522708892822,1.5904470682144165,7.634243011474609,0.05035400390625,32.49870300292969,2.5810837745666504
65,65_Bass drum_.wav,"Bass drum, which has a low-pitched, resonant timbre and a very short, percussive envelope with a rapid attack and decay.",0.0753507986664772,0.09214644879102707,3.6184070110321045,6.585335731506348,1.6013199090957642,6.9855804443359375,0.05035400390625,32.49870300292969,2.5810837745666504
69,69_Percussion.wav,"Percussion, it has a sharp, clicky timbre with a very fast attack and rapid decay, reminiscent of two hard objects striking together.",-0.0319015234708786,0.05068172514438629,3.6184070110321045,6.585335731506348,1.6013199090957642,6.9855804443359375,0.05035400390625,32.49870300292969,2.5810837745666504
80,80_Electric g.wav,"Electric guitar, which has a bright, metallic, and reedy timbre with a sustained envelope shaped by a prominent filter sweep.",0.20105887949466705,0.2665005326271057,2.3372178077697754,5.396601676940918,1.9705218076705933,5.945767402648926,0.05035400390625,32.49870300292969,2.5810837745666504
102,102_Flute-like.wav,"Flute-like instrument, which has a clear, airy timbre with a soft attack and a smooth, sustained decay.",0.10340853035449982,0.09620412439107895,3.6184070110321045,6.585335731506348,1.6013199090957642,6.9855804443359375,0.05035400390625,32.49870300292969,2.5810837745666504
131,131_Electronic.wav,"Electronic string pad, which has a metallic, resonant timbre with a distinct filter sweep, and a sustained envelope featuring continuous pitch glides.",0.029066063463687897,0.08031580597162247,3.5432991981506348,7.182150840759277,1.7920907735824585,7.59871244430542,0.05035400390625,32.49870300292969,2.5810837745666504
156,156_Bird call_.wav,"Bird call, which has a clear, pure timbre with a quick attack and a distinct upward pitch bend before decaying.",0.16203126311302185,0.14937937259674072,3.6184070110321045,6.585335731506348,1.6013199090957642,6.9855804443359375,0.05035400390625,32.49870300292969,2.5810837745666504
160,160_Typewriter.wav,"Typewriter key, its sharp and metallic timbre is characterized by an extremely fast attack and rapid decay.",-0.033727798610925674,-0.014667287468910217,3.3126611709594727,6.734169006347656,1.6573119163513184,7.079221725463867,0.05035400390625,32.49870300292969,2.5810837745666504
162,162_Sweeping n.wav,"Sweeping noise, which features a prominent filter sweep that opens up from a muffled, low-frequency state to a brighter, full-spectrum sound, with a moderate attack and quick decay.",0.03298979997634888,0.0022467300295829773,3.238400936126709,6.459201812744141,1.703126311302185,6.742158889770508,0.05035400390625,32.49870300292969,2.5810837745666504
165,165_Bell______.wav,"Bell, which has a bright, clear metallic timbre with a sharp attack and a long, resonant decay.",0.42438721656799316,0.49363240599632263,3.8166637420654297,7.453402996063232,1.684145212173462,7.759552478790283,0.05035400390625,32.49870300292969,2.5810837745666504
187,187_Plucked st.wav,"Plucked string instrument, which features a bright, resonant timbre with a fast attack and a gradual, bell-like decay.",0.08637091517448425,0.0998971164226532,3.6184070110321045,6.585335731506348,1.6013199090957642,6.9855804443359375,0.05035400390625,32.49870300292969,2.5810837745666504
197,197_Acoustic p.wav,"Acoustic piano, which has a soft, mellow timbre and a natural, resonant decay.",0.11902575194835663,0.1321333944797516,3.6184070110321045,6.585335731506348,1.6013199090957642,6.9855804443359375,0.05035400390625,32.49870300292969,2.5810837745666504
207,207_Vocal effe.wav,"Vocal effect, which has an airy, hollow timbre and a short, percussive envelope.",0.20705196261405945,0.1989910751581192,3.264314889907837,6.697046756744385,1.6330028772354126,7.017707824707031,0.05035400390625,32.49870300292969,2.5810837745666504
211,211_Electronic.wav,"Electronic pad, which has a slowly swelling, resonant timbre with a hollow, metallic quality and a sustained envelope that cuts off abruptly.",0.04613110050559044,0.07844231277704239,2.173435926437378,6.439517021179199,1.724231243133545,7.1551737785339355,0.05035400390625,32.49870300292969,2.5810837745666504
229,229_Mallet ins.wav,"Mallet instrument, which has a bright, bell-like timbre with a percussive attack and a short, resonant decay.",0.08534485101699829,0.1433631032705307,3.6184070110321045,6.585335731506348,1.6013199090957642,6.9855804443359375,0.05035400390625,32.49870300292969,2.5810837745666504
231,231_Electronic.wav,"Electronic sweep, which has a bright, metallic timbre that rapidly rises in pitch and volume to a sharp peak before decaying with a resonant trail.",0.2866637408733368,0.29924458265304565,3.782973289489746,6.024717330932617,2.355165481567383,6.264865875244141,0.05035400390625,32.49870300292969,2.5810837745666504
266,266_Electronic.wav,"Electronic sound effect, which features a bright, resonant timbre with a rapid filter sweep that creates a distinct quacking or squeaking quality, and has a short, percussive envelope.",0.09466224908828735,0.08597569167613983,3.435488700866699,6.98147439956665,1.6899570226669312,7.728260040283203,0.05035400390625,32.49870300292969,2.5810837745666504
269,269_A hand cla.wav,"A hand clap, which has a sharp, high-frequency attack and a very short, snappy decay.",0.09908263385295868,0.02720092609524727,3.6184070110321045,6.585335731506348,1.6013199090957642,6.9855804443359375,0.05035400390625,32.49870300292969,2.5810837745666504
